author|0|body_xml
white_fox1|2013/04/18 10:30:31|ну да
iabbliz|2013/04/18 10:31:07|типовых пока не видел, но в платформе где то год назад добавили одну возможность которая как бы должна заменить РЛС
iabbliz|2013/04/18 10:31:11|пока не видел типовых
white_fox1|2013/04/18 10:32:30|понял спс
white_fox1|2013/04/18 10:32:46|ты там как со временем?
iabbliz|2013/04/18 10:33:04|все меня забрали
iabbliz|2013/04/18 10:33:05|=)
iabbliz|2013/04/18 10:33:09|охомутали
white_fox1|2013/04/18 10:33:20|понял а там по обработке начисления не успел подправить?
iabbliz|2013/04/18 10:35:43|?
iabbliz|2013/04/18 10:35:46|что подправить
white_fox1|2013/04/18 10:36:06|командировки месчные
white_fox1|2013/04/18 10:36:16|втех периодах где они были и тд
iabbliz|2013/04/18 10:36:22|она ответила?
white_fox1|2013/04/18 10:36:26|неа
iabbliz|2013/04/18 10:36:32|подправлять?
white_fox1|2013/04/18 10:36:36|ладно будем ждать
white_fox1|2013/04/18 10:36:40|ну ее нах
white_fox1|2013/04/18 10:38:49|хотя тут начисление планируется я у нее запрошу
iabbliz|2013/04/18 12:00:28|нет ничего
white_fox1|2013/04/18 12:01:51|что то странно через док тебе отправляю ничего - а вот на бк приходит
iabbliz|2013/04/19 09:37:29|Тогда жду задачи.
white_fox1|2013/04/19 09:37:46|5 минут я с ней щас свяжусь
white_fox1|2013/04/19 09:40:55|ее нет на месте но я тебе скину задачу
iabbliz|2013/04/19 09:41:01|ок.
white_fox1|2013/04/19 09:50:18|как освободишься еще дам
iabbliz|2013/04/19 09:52:00|обработку?
white_fox1|2013/04/19 09:52:14|ага
iabbliz|2013/04/19 09:52:33|какую
white_fox1|2013/04/19 09:52:54|по счету файлик выгрузка загрузка
iabbliz|2013/04/19 09:53:26|ЗП в юникредит?
white_fox1|2013/04/19 09:53:48|ага
white_fox1|2013/04/19 09:53:58|вчера причем тока Дима взял
iabbliz|2013/04/19 09:54:18|пофиг=)
white_fox1|2013/04/19 09:54:31|ну...
iabbliz|2013/04/19 09:54:31|главное загрузка есть
iabbliz|2013/04/19 09:55:27|а кто в Цандре в конфигураторе
iabbliz|2013/04/19 09:55:29|не знаешь?
white_fox1|2013/04/19 09:56:19|Дмитрий проверяет как раз ее
white_fox1|2013/04/19 09:56:31|щас он проверит быстренько
iabbliz|2013/04/19 09:56:38|ок
white_fox1|2013/04/19 09:56:42|и себе свою базу создаст чтобы не путаться
iabbliz|2013/04/19 10:01:08|а копия есть?
white_fox1|2013/04/19 10:01:38|вот щас как раз эльвира не может попасть на сервер она как раз и делала
white_fox1|2013/04/19 10:02:01|как войдет сразу скажет
iabbliz|2013/04/19 10:02:21|слушай а задача по коммандировкам
iabbliz|2013/04/19 10:02:24|что по ней решили
white_fox1|2013/04/19 10:03:55|она переслала и я тебе вчера попмему переслал ее коменты
iabbliz|2013/04/19 10:04:10|ничего не пришло
white_fox1|2013/04/19 10:04:50|ща сперешлю
white_fox1|2013/04/19 10:04:59|кинь свой адрес на бк который
iabbliz|2013/04/19 10:05:05|да, я же уже писала 

Не верно, по переходящим командировкам - Гехт, Крапивин, Соколовский. У них ком-ка с марта по апрель, апрель надо считать норму в днях апреля - 22. В феврале была такая ситуация все считалось правильно, там правда был
iabbliz|2013/04/19 10:05:07|это
iabbliz|2013/04/19 10:05:27|<a href="mailto:iab@bk.ru">iab@bk.ru</a>
white_fox1|2013/04/19 10:05:39|не не там другое потом было после твоей таблицы.
white_fox1|2013/04/19 10:06:57|нет оно и бло
iabbliz|2013/04/19 10:07:35|то что она написала нельзя сделать в этом документе
iabbliz|2013/04/19 10:07:56|т.к. Норма времени берется только одна за текущий месяц
iabbliz|2013/04/19 10:08:21|можно только если в разных документах...
iabbliz|2013/04/19 10:08:38|Вообще нахрена было делать Вид расчета программировать
iabbliz|2013/04/19 10:08:46|если она его использует как отчет...
white_fox1|2013/04/19 10:08:48|сделанный архив из раздолья каждый себе делает по базе и подключается к хранилищу
iabbliz|2013/04/19 10:08:49|не понятно..
white_fox1|2013/04/19 10:10:14|чего ей сказать?
iabbliz|2013/04/19 10:10:22|пусть звонит мне
iabbliz|2013/04/19 10:10:24|сам скажу
white_fox1|2013/04/19 10:10:30|тел ?
iabbliz|2013/04/19 10:10:33|9281422052
iabbliz|2013/04/19 10:19:24|места нет чтобы развернуть себе копию...
white_fox1|2013/04/19 10:24:41|во во
white_fox1|2013/04/19 10:24:48|ща снапишу им
white_fox1|2013/04/19 10:24:58|блин аа столько прогеров и никак
white_fox1|2013/04/19 10:25:03|работа не идет
white_fox1|2013/04/19 10:26:24|опять ждемс
white_fox1|2013/04/19 10:32:05|пароль 1
white_fox1|2013/04/19 10:32:16|Это твой пользователь в Хранилище
white_fox1|2013/04/19 10:33:08|тока погодь чуть
white_fox1|2013/04/19 10:34:33|щас она тебе позвонит
white_fox1|2013/04/19 10:35:07|Наталья ее зовут
white_fox1|2013/04/19 10:38:08|как доступ к конфигуратору понадобится пиши освободим
white_fox1|2013/04/19 11:09:37|акромя зп
iabbliz|2013/04/19 11:10:05|погоди щас еще писать ответ
white_fox1|2013/04/19 11:10:12|даавай
iabbliz|2013/04/19 11:10:18|плюс по той задаче надо в код смотрть
iabbliz|2013/04/19 11:10:23|что договор
iabbliz|2013/04/19 11:10:26|подряда
white_fox1|2013/04/19 11:10:30|аа давай давай
white_fox1|2013/04/19 11:12:22|еще одну перенаправил тебе
iabbliz|2013/04/19 11:21:57|всмысле?
white_fox1|2013/04/19 11:22:08|ну вот так вот он написал щас скопирую
iabbliz|2013/04/19 11:22:10|два раза мне ошибку выдавала при подключении к хранилищу
iabbliz|2013/04/19 11:22:17|что места нет
white_fox1|2013/04/19 11:22:20|<ss type="smile">:)</ss>
white_fox1|2013/04/19 11:22:48|у тебя есть папка юзера в #razdolie?
white_fox1|2013/04/19 11:23:15|туда темп файлы копируются и ее как раз и квотируют
iabbliz|2013/04/19 11:46:45|лови письмо
white_fox1|2013/04/19 11:46:49|словил
iabbliz|2013/04/19 11:47:54|всмысле куда
iabbliz|2013/04/19 11:48:04|<a href="mailto:r.neustroev@razdolie.ru">r.neustroev@razdolie.ru</a>
iabbliz|2013/04/19 11:48:07|сюда
white_fox1|2013/04/19 11:50:39|а еще раз чето не пришло
iabbliz|2013/04/19 11:51:08|кинул
white_fox1|2013/04/19 11:51:53|блин чето нету а сбда в скайп? если
iabbliz|2013/04/19 11:52:24|Текст письма:
iabbliz|2013/04/19 11:52:25|Сегодня после разговора с Натальей Фуфолевой по телефону, оказалось, что надо изменить формулу расчета, которая достаточно сильно отличается от ранее принятого ТЗ.
 Во вложении ТЗ вер. 5  отмечены (желтым цветом) те изменения которые предлагается внести. Необходимо чтобы она их подтвердила.
 Также во вложении лежит ТЗ вер.4 которое ранее было утверждено.

 Время необходимое на внесение изменений составляет 5 часов.
iabbliz|2013/04/19 11:52:34|<files alt="отправил (-а) файл &quot;Техническое задание на создание вида расчета_v0.5.docx&quot;">
<file size="20282" index="0">Техническое задание на создание вида расчета_v0.5.docx</file></files>
iabbliz|2013/04/19 11:52:43|<files alt="отправил (-а) файл &quot;Техническое задание на создание вида расчета_v0.4.docx&quot;">
<file size="19770" index="0">Техническое задание на создание вида расчета_v0.4.docx</file></files>
iabbliz|2013/04/19 11:54:53|мне нужен конфигуратор чтобы смотреть те другие задачи
white_fox1|2013/04/19 11:55:10|а ты в раздолье попробуй оттуда
iabbliz|2013/04/19 11:55:21|не могу подключится к хранилищу
white_fox1|2013/04/19 11:55:27|пока не добавили места еще
iabbliz|2013/04/19 11:55:28|выдает ошибку места нет
white_fox1|2013/04/19 11:55:34|во во
white_fox1|2013/04/19 11:55:41|пробуй выловить на базе раздолье
iabbliz|2013/04/19 11:55:53|без подключения к хранилищу?
white_fox1|2013/04/19 11:55:55|по твоему тз понял
white_fox1|2013/04/19 11:55:58|отправляю им
iabbliz|2013/04/19 11:56:08|мб пусть дима посмотрит?
iabbliz|2013/04/19 11:56:10|Смирнов
iabbliz|2013/04/19 11:56:21|мб не нужны эти &quot;трения&quot; и т.п.
white_fox1|2013/04/19 11:57:43|оки ему отправлю сначала ТЗ ствое , тут налицо незнание заказчика что он хочет
white_fox1|2013/04/19 11:57:49|или хотел
white_fox1|2013/04/19 11:58:04|если бы такое задние встало тогда то юыло бы другое дело
white_fox1|2013/04/19 11:58:20|тем более они подтвердили испонение тз на тот момент как надо
white_fox1|2013/04/19 11:59:57|заходи в рабочую - фри
iabbliz|2013/04/19 12:00:03|ок
iabbliz|2013/04/19 12:00:28|ок
iabbliz|2013/04/19 12:46:53|можешь ей написать чтобы она позвонила?
iabbliz|2013/04/19 12:46:56|по поводу задачи
iabbliz|2013/04/19 12:47:17|ппц столько времени убил
&quot;Договорник Евсеева В.А. автоматически не попадает в расчет зарплаты. Я ее добавляю в ручную &quot;НАЧИСЛЕНИЕ ЗАРПЛАТЫ&quot;. &quot;
white_fox1|2013/04/19 12:55:00|иии чего скажешь?
white_fox1|2013/04/19 12:55:35|ты главное не нервничай такие вот у нас клиенты . Нбось не тот документ испольщовала7
iabbliz|2013/04/19 13:05:26|нет
white_fox1|2013/04/19 13:05:31|оки
iabbliz|2013/04/19 13:12:42|есть ошибка там все таки
iabbliz|2013/04/19 13:12:55|полчаса маловато конечно
white_fox1|2013/04/19 13:13:28|да не вопрос скока надо
white_fox1|2013/04/19 13:13:37|ты там по факту отмечай
white_fox1|2013/04/19 13:13:43|в до нашем
iabbliz|2013/04/19 13:13:47|ок.
white_fox1|2013/04/19 13:14:11|тока пиши в коментах с чем была связана ошибка
iabbliz|2013/04/19 13:19:14|нашел вроде
iabbliz|2013/04/19 13:19:21|да там запросы на 100500 строк
iabbliz|2013/04/19 13:19:25|могу один прислать
iabbliz|2013/04/19 13:19:26|=)
iabbliz|2013/04/19 13:19:30|найти трудно просто
white_fox1|2013/04/19 13:19:53|да ты свои языком
iabbliz|2013/04/19 13:20:15|щас проверю
iabbliz|2013/04/19 13:20:43|кстати у меня кто то папку мою грохнул оттуда
white_fox1|2013/04/19 13:20:49|откуда
iabbliz|2013/04/19 13:20:51|мои наработки запросы похерели
iabbliz|2013/04/19 13:20:54|ранее что делал
iabbliz|2013/04/19 13:20:56|Цандер
iabbliz|2013/04/19 13:21:05|лежала в папке Д: Раздолье
iabbliz|2013/04/19 13:21:08|где все
white_fox1|2013/04/19 13:21:16|хз
white_fox1|2013/04/19 13:21:28|дава йспрошу у нх восстановить
iabbliz|2013/04/19 13:21:53|точно не помню как называется
iabbliz|2013/04/19 13:21:58|называлась
iabbliz|2013/04/19 13:31:58|можно и без них
iabbliz|2013/04/19 13:32:04|просто не приятно что удалились
iabbliz|2013/04/19 13:32:07|удалили
white_fox1|2013/04/19 13:32:39|еслиб папку название поминл бы то я бы их попросил бы восстановить
white_fox1|2013/04/19 13:39:41|а  что с оплатой по догвору подряда?
iabbliz|2013/04/19 13:41:05|делаю
white_fox1|2013/04/19 13:41:09|аа понял
iabbliz|2013/04/19 13:41:54|сделал
iabbliz|2013/04/19 13:41:58|проверил
iabbliz|2013/04/19 13:42:04|если своими словами
iabbliz|2013/04/19 13:42:19|есть документы Договор на выполнение подрядных работ
iabbliz|2013/04/19 13:42:24|как то так называется
iabbliz|2013/04/19 13:42:32|у него есть Дата начала и Дата Окончания
iabbliz|2013/04/19 13:42:44|допустим это 01.01 и 30.04
iabbliz|2013/04/19 13:46:03|     //+ Раздолье Иванов А.Б. 2013-04-19
     //| ДоговорНаВыполнениеРаботСФизЛицом.ДатаНачала &gt;= НАЧАЛОПЕРИОДА(&amp;ДатаАктуальности, МЕСЯЦ)
     //| И ДоговорНаВыполнениеРаботСФизЛицом.ДатаОкончания &lt;= КОНЕЦПЕРИОДА(&amp;ДатаАктуальности, МЕСЯЦ)


     | (ДоговорНаВыполнениеРаботСФизЛицом.ДатаНачала МЕЖДУ НАЧАЛОПЕРИОДА(&amp;ДатаАктуальности, МЕСЯЦ) И КОНЕЦПЕРИОДА(&amp;ДатаАктуальности, МЕСЯЦ)
     | ИЛИ ДоговорНаВыполнениеРаботСФизЛицом.ДатаОкончания МЕЖДУ НАЧАЛОПЕРИОДА(&amp;ДатаАктуальности, МЕСЯЦ) И КОНЕЦПЕРИОДА(&amp;ДатаАктуальности, МЕСЯЦ))     
     //- Раздолье Иванов А.Б. 2013-04-19
iabbliz|2013/04/19 14:01:52|Запрос что строит табель
iabbliz|2013/04/19 14:01:54|1300 строк
white_fox1|2013/04/19 14:02:07|yt ye nfr;t rfr ybnm cdjbvb ckjdfvb
white_fox1|2013/04/19 14:02:13|не так же своими словами
iabbliz|2013/04/19 14:02:22|да пока не нашел
iabbliz|2013/04/19 14:02:23|=)
white_fox1|2013/04/19 14:02:26|аааа
iabbliz|2013/04/19 14:02:33|пока только охерел
iabbliz|2013/04/19 14:02:33|=)
white_fox1|2013/04/19 14:02:50|ну сорри я думал что все как то быстро будет
iabbliz|2013/04/19 14:10:20|их только печатная форма не устраивает? или начисления тоже не правильно расчитываются?
iabbliz|2013/04/19 14:28:57|а начисления по этим людям правильно проходят?
iabbliz|2013/04/19 14:30:22|вообщем на сегодня я сдох
iabbliz|2013/04/19 14:30:40|буду смотреть в понедельник, но если у них также неправильно считается как и показывется
iabbliz|2013/04/19 14:30:48|то дело даже не в печатной форме а глубже
iabbliz|2013/04/19 14:31:04|т.е. сначала надо будет настраивать само начисление
iabbliz|2013/04/19 14:31:21|там как я понял проблема по сменным графикам, по ним ничего не знаю
iabbliz|2013/04/19 14:31:30|возможно надо чтобы Икусова Галина посмотрела
iabbliz|2013/04/19 14:31:50|это в том случае если Начисления также неправильно расчитываются как и в печатной форме
iabbliz|2013/04/19 14:32:00|если же дело только в печатной форме
iabbliz|2013/04/19 14:32:20|то мне легче будет Сделать новую печатную форму которая будет брать данные исключительно из документа
iabbliz|2013/04/19 14:32:40|это будет быстрее чем найти почему в том запросе неправильно показывает
white_fox1|2013/04/19 14:33:23|:0
white_fox1|2013/04/19 14:33:25|<ss type="smile">:)</ss>
iabbliz|2013/04/19 14:33:44|вообщем как то так
white_fox1|2013/04/19 14:33:46|отому я ей написал чтобы она тебе все вопросы эти и озвучила
white_fox1|2013/04/19 14:33:53|по телефону
iabbliz|2013/04/19 14:34:01|она не знает об этом
white_fox1|2013/04/19 14:34:09|акк не знает
iabbliz|2013/04/19 14:34:10|это не она писала вопрос
white_fox1|2013/04/19 14:34:14|а кто
iabbliz|2013/04/19 14:34:26|сказала возможно из отдела кадров
iabbliz|2013/04/19 14:34:31|сказала узнает и перезвонит
iabbliz|2013/04/19 14:34:34|но не перезвонила
white_fox1|2013/04/19 14:34:44|ну пипец........она мне показывала
white_fox1|2013/04/19 14:34:51|--------ть
white_fox1|2013/04/19 14:34:56|ну и хрен с ними
white_fox1|2013/04/19 14:35:22|в понедельник попрошу перезвонить тебе еще раз уточнить вопрос с чем связан и ты им то что написал мне и спроисшь ок7
white_fox1|2013/04/19 14:35:25|а там будем решать
iabbliz|2013/04/19 14:35:44|ок
white_fox1|2013/04/19 14:36:09|спс тебе
iabbliz|2013/04/19 14:36:21|ага...
iabbliz|2013/04/22 05:46:20|Привет
iabbliz|2013/04/22 05:46:24|ты мне там задачу кинул
iabbliz|2013/04/22 05:46:27|уже после работы
iabbliz|2013/04/22 05:46:30|да?
iabbliz|2013/04/22 05:46:33|по Цандеру
iabbliz|2013/04/22 05:46:45|не уверен что смогу посмотреть, вернее не знаю когда
white_fox1|2013/04/22 05:46:48|салют, я не помню уже ...
iabbliz|2013/04/22 05:46:52|накидали задач по кругу
iabbliz|2013/04/22 05:46:57|плюс надо БПЛ делать
white_fox1|2013/04/22 05:46:59|лады я тогда ее перекину кому нить
iabbliz|2013/04/22 05:47:07|там по правам
white_fox1|2013/04/22 05:47:17|ну да  ее тогда перекину
white_fox1|2013/04/22 07:25:18|а не спечатной формой?
iabbliz|2013/04/22 07:25:46|т.е. ЗП не начисляется по данным табеля так?
iabbliz|2013/04/22 07:25:58|а начисляется по данным Печ. формы
iabbliz|2013/04/22 07:26:00|так?
iabbliz|2013/04/22 07:26:38|если им надо исправить только печ. форму то как говорил ранее, легче сделать отдельную печ. форму и выводить данные из документа
iabbliz|2013/04/22 07:26:46|но тут дело в не печ. форме
white_fox1|2013/04/22 07:27:01|да они говорят дело не в печатной форме
iabbliz|2013/04/22 07:27:11|надо разбиратся с начислениями, если с ними разберутся то печ.форма будет норм показывать
iabbliz|2013/04/22 07:27:21|у меня опыта с посменнымми графиками нету...
white_fox1|2013/04/22 07:27:52|по идее разницы не должно быть ... нужен консультант по зп так?
iabbliz|2013/04/22 07:28:00|поидее да
iabbliz|2013/04/22 07:28:06|если он не разберется буду сам копать
iabbliz|2013/04/22 07:28:10|но нужно время...
iabbliz|2013/04/22 07:28:12|на это
white_fox1|2013/04/22 07:28:29|тады вопрос тебя мона планировать на это дело ?
iabbliz|2013/04/22 07:29:03|по поводу работ наверно не со мной это =)
iabbliz|2013/04/22 07:29:15|как говорил буду делать все что дадут=)
white_fox1|2013/04/22 07:31:42|ну вот вопрос просто запланировать тебя просто надо понимать если ты будешь согласен то на когда тебя мона запланировать?
iabbliz|2013/04/22 07:32:10|у меня сейчас по плану надо делать БПЛ загрузка на 3 дня
iabbliz|2013/04/22 07:32:16|но уже сегодня полдня
iabbliz|2013/04/22 07:32:18|делаю КРУГ
white_fox1|2013/04/22 07:36:45|тады скажи примерную дату или на пятницу планировать7
iabbliz|2013/04/22 07:37:09|мне кажется это лучше решить с Дмитрием Смирновым
iabbliz|2013/04/22 07:37:25|т.к. поидее мне сейчас надо делать как можно больше по БПЛ
white_fox1|2013/04/22 07:37:39|оки просто вопрос если мне кого ыпрашивать или простой задачей
iabbliz|2013/04/22 07:51:37|Консультант до этого будет смотреть?
white_fox1|2013/04/22 07:51:42|нет
iabbliz|2013/04/22 07:51:45|или буду сам?=)
iabbliz|2013/04/22 07:52:04|планируй
iabbliz|2013/04/22 07:52:19|только обязательно нужна база в которой можно повторить ошибочный случай
iabbliz|2013/04/22 07:52:27|и можно спокойно начислять запрлату
iabbliz|2013/04/22 07:52:32|это не основная база
iabbliz|2013/04/22 07:52:34|должна быть
white_fox1|2013/04/22 07:52:42|так а рабочая или раздолье
white_fox1|2013/04/22 07:52:52|на какой день планировать?
iabbliz|2013/04/22 07:53:01|<quote author="white_fox1" authorname="Роман Неустроев (ERP)" conversation="white_fox1" guid="x9ff9614f57b09a61b8577f4cf159efdaeaa1fc1e3e10245b607d0785ce51cd7b" timestamp="1366617172"><legacyquote>[11:52:52] Роман Неустроев (ERP): </legacyquote>на какой день планировать?<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>это уже не ко мне
white_fox1|2013/04/22 07:53:02|и скока чаов?
iabbliz|2013/04/22 07:53:02|=)
iabbliz|2013/04/22 07:53:15|ну там 3 часа точно надо, а так хз даже
white_fox1|2013/04/22 07:53:25|на пятницу?
iabbliz|2013/04/22 07:53:33|<quote author="iabbliz" authorname="Антон Иванов" conversation="white_fox1" guid="x3a11cdb84abbef6d1f11b36817429e75d379ac0c31f365bf9432d763455897e9" timestamp="1366617181"><legacyquote>[11:53:01] Антон Иванов: </legacyquote>это уже не ко мне<legacyquote>

&lt;&lt;&lt; </legacyquote></quote>
white_fox1|2013/04/22 07:53:55|ну примерно понятно что на след неделю надо планировать уже сегодня
iabbliz|2013/04/23 10:59:16|=)
iabbliz|2013/04/23 10:59:18|Привет
